Date,Amount,Expense_Type,Category,Description
06-04-2023,1793,Income,Transportation,Payment for Public Transport
15-02-2024,1373,Income,Utilities,Payment for Internet
30-12-2024,3610,Expense,Transportation,Payment for Public Transport
14-04-2025,2730,Income,Dining Out,Payment for Takeaway
19-04-2025,4287,Income,Utilities,Payment for Gas
09-02-2023,3101,Expense,Housing,Payment for Property Tax
25-11-2022,4714,Expense,Insurance,Payment for Vehicle Insurance
13-08-2024,2401,Expense,Travel,Payment for Sightseeing
31-07-2024,2754,Expense,Miscellaneous,Payment for Unexpected Expenses
20-03-2023,2690,Expense,Miscellaneous,Payment for Unexpected Expenses
21-12-2024,4175,Expense,Groceries,Payment for Dairy
17-12-2022,3498,Expense,Personal Care,Payment for Salon
02-03-2025,744,Income,Entertainment,Payment for Streaming Services
19-04-2023,4303,Expense,Savings & Investments,Payment for Stocks
31-10-2024,2243,Expense,Debt Payments,Payment for Credit Card
14-11-2022,389,Expense,Education,Payment for Courses
15-07-2024,1818,Income,Education,Payment for Books
12-01-2024,141,Income,Entertainment,Payment for Streaming Services
26-05-2025,4474,Expense,Dining Out,Payment for Cafes
30-07-2025,221,Income,Groceries,Payment for Fruits
03-10-2024,2799,Expense,Groceries,Payment for Meat
20-11-2024,3152,Expense,Personal Care,Payment for Salon
23-05-2025,670,Expense,Savings & Investments,Payment for Stocks
21-09-2023,1038,Income,Dining Out,Payment for Cafes
27-05-2025,126,Expense,Debt Payments,Payment for EMI
27-07-2024,2248,Expense,Savings & Investments,Payment for Stocks
06-10-2023,4287,Expense,Travel,Payment for Sightseeing
26-07-2025,280,Income,Savings & Investments,Payment for Fixed Deposits
04-08-2024,2225,Income,Entertainment,Payment for Games
27-12-2022,2957,Expense,Personal Care,Payment for Cosmetics
26-08-2024,2594,Income,Healthcare,Payment for Medicines
21-03-2024,3662,Expense,Transportation,Payment for Taxi
29-09-2024,2907,Expense,Education,Payment for Tuition
13-02-2025,1603,Expense,Clothing,Payment for Shoes
08-11-2022,4414,Expense,Education,Payment for Tuition
07-10-2024,2715,Income,Dining Out,Payment for Takeaway
12-02-2024,3790,Income,Housing,Payment for Property Tax
14-05-2025,1011,Income,Debt Payments,Payment for Credit Card
14-04-2025,1677,Expense,Travel,Payment for Flights
02-01-2024,2017,Expense,Education,Payment for Courses
29-09-2024,3381,Income,Travel,Payment for Local Transport
19-10-2024,1124,Expense,Travel,Payment for Hotels
10-04-2025,3254,Expense,Utilities,Payment for Internet
25-03-2025,1078,Expense,Groceries,Payment for Snacks
23-10-2023,697,Income,Education,Payment for Tuition
27-02-2025,4883,Income,Utilities,Payment for Internet
11-06-2023,3212,Income,Transportation,Payment for Car Maintenance
06-09-2024,4965,Expense,Education,Payment for Books
22-12-2023,952,Income,Healthcare,Payment for Health Insurance
08-10-2022,4117,Expense,Education,Payment for Books
30-12-2024,1553,Expense,Miscellaneous,Payment for Donations
04-12-2024,2912,Expense,Education,Payment for Tuition
21-02-2025,4528,Expense,Dining Out,Payment for Restaurants
23-07-2025,2947,Income,Clothing,Payment for Formal Wear
10-07-2025,1395,Expense,Healthcare,Payment for Doctor Visits
07-10-2023,539,Expense,Education,Payment for Courses
21-09-2025,475,Expense,Education,Payment for Books
21-02-2023,2781,Expense,Education,Payment for Tuition
10-05-2023,4041,Expense,Utilities,Payment for Water
24-03-2023,1457,Income,Transportation,Payment for Public Transport
28-01-2025,472,Income,Housing,Payment for Property Tax
30-11-2022,3005,Income,Travel,Payment for Hotels
02-01-2025,1264,Expense,Debt Payments,Payment for Credit Card
01-12-2024,3992,Income,Housing,Payment for Mortgage
17-08-2024,1850,Expense,Housing,Payment for Property Tax
11-01-2023,4510,Expense,Entertainment,Payment for Movies
21-02-2024,2119,Expense,Housing,Payment for Mortgage
18-10-2023,4693,Expense,Education,Payment for Tuition
07-11-2023,2427,Expense,Utilities,Payment for Gas
29-12-2024,2153,Income,Education,Payment for Stationery
28-02-2024,1321,Income,Education,Payment for Stationery
17-01-2024,4406,Expense,Debt Payments,Payment for Credit Card
06-09-2024,3893,Income,Insurance,Payment for Life Insurance
07-11-2024,484,Income,Groceries,Payment for Dairy
10-08-2025,3648,Expense,Miscellaneous,Payment for Unexpected Expenses
21-06-2025,3599,Income,Dining Out,Payment for Takeaway
05-08-2024,3821,Expense,Insurance,Payment for Home Insurance
11-09-2024,584,Expense,Transportation,Payment for Public Transport
20-12-2022,430,Expense,Savings & Investments,Payment for Stocks
29-12-2023,2200,Expense,Entertainment,Payment for Streaming Services
29-09-2022,4174,Expense,Transportation,Payment for Car Maintenance
18-11-2022,3975,Income,Housing,Payment for Rent
13-08-2024,3178,Income,Education,Payment for Stationery
14-09-2024,4099,Expense,Healthcare,Payment for Medicines
21-12-2023,596,Expense,Clothing,Payment for Shoes
25-02-2025,3666,Expense,Miscellaneous,Payment for Donations
29-01-2024,4472,Expense,Travel,Payment for Hotels
01-11-2022,1801,Income,Travel,Payment for Flights
01-01-2023,4874,Expense,Miscellaneous,Payment for Unexpected Expenses
01-03-2023,3165,Expense,Clothing,Payment for Casual Wear
05-06-2023,268,Expense,Debt Payments,Payment for EMI
02-08-2024,175,Expense,Insurance,Payment for Home Insurance
10-12-2023,4464,Expense,Savings & Investments,Payment for Mutual Funds
24-01-2023,1378,Expense,Dining Out,Payment for Takeaway
07-11-2024,1273,Expense,Miscellaneous,Payment for Unexpected Expenses
23-06-2023,4230,Income,Entertainment,Payment for Movies
10-09-2025,2820,Expense,Travel,Payment for Hotels
22-05-2023,1624,Income,Utilities,Payment for Phone
22-10-2023,1992,Income,Travel,Payment for Hotels
14-06-2025,3390,Expense,Dining Out,Payment for Takeaway
30-10-2024,4507,Expense,Groceries,Payment for Meat
03-11-2023,2464,Income,Education,Payment for Books
13-06-2024,1304,Expense,Personal Care,Payment for Salon
03-11-2024,1037,Income,Entertainment,Payment for Streaming Services
04-04-2025,1898,Expense,Debt Payments,Payment for Credit Card
28-01-2025,3951,Expense,Education,Payment for Stationery
28-04-2024,4976,Expense,Healthcare,Payment for Health Insurance
12-12-2022,3769,Expense,Transportation,Payment for Fuel
07-12-2023,1367,Expense,Utilities,Payment for Electricity
09-01-2023,1421,Expense,Clothing,Payment for Casual Wear
31-10-2024,410,Expense,Travel,Payment for Flights
05-10-2024,407,Expense,Entertainment,Payment for Games
12-12-2024,3251,Expense,Entertainment,Payment for Streaming Services
04-01-2023,3940,Expense,Transportation,Payment for Taxi
04-12-2024,2833,Expense,Travel,Payment for Sightseeing
03-02-2025,113,Income,Healthcare,Payment for Health Insurance
07-12-2023,2278,Income,Education,Payment for Books
19-12-2023,2684,Expense,Debt Payments,Payment for EMI
04-06-2023,3899,Expense,Insurance,Payment for Life Insurance
13-03-2023,3988,Expense,Debt Payments,Payment for Credit Card
08-06-2025,1565,Expense,Utilities,Payment for Water
14-07-2025,629,Expense,Transportation,Payment for Taxi
23-03-2024,4467,Income,Miscellaneous,Payment for Gifts
26-10-2024,2381,Expense,Savings & Investments,Payment for Fixed Deposits
18-12-2022,2463,Expense,Transportation,Payment for Car Maintenance
08-02-2023,2208,Expense,Debt Payments,Payment for EMI
03-12-2024,2175,Expense,Savings & Investments,Payment for Stocks
16-03-2025,3819,Income,Transportation,Payment for Fuel
13-02-2023,2333,Expense,Entertainment,Payment for Concerts
31-03-2023,3816,Expense,Savings & Investments,Payment for Stocks
21-11-2024,3155,Income,Entertainment,Payment for Movies
08-06-2025,3602,Expense,Entertainment,Payment for Games
06-12-2022,3525,Expense,Entertainment,Payment for Movies
27-03-2024,1888,Expense,Utilities,Payment for Electricity
20-11-2022,271,Income,Healthcare,Payment for Doctor
21-04-2023,945,Expense,Personal Care,Payment for Salon
01-02-2023,3461,Expense,Utilities,Payment for Electricity
10-11-2022,3058,Expense,Healthcare,Payment for Health Insurance
17-01-2023,1034,Expense,Debt Payments,Payment for EMI
28-10-2024,1682,Expense,Education,Payment for Courses
23-01-2025,3720,Expense,Groceries,Payment for Meat
01-01-2023,2940,Expense,Education,Payment for Courses
16-03-2025,2093,Expense,Miscellaneous,Payment for Unexpected Expenses
23-09-2023,1458,Income,Healthcare,Payment for Health Insurance
16-03-2025,3922,Income,Transportation,Payment for Public Transport
06-07-2023,4727,Income,Personal Care,Payment for Salon
26-07-2024,1385,Income,Clothing,Payment for Formal Wear
30-12-2022,3687,Income,Insurance,Payment for Life Insurance
31-07-2024,3508,Income,Travel,Payment for Flights
28-11-2022,4447,Income,Dining Out,Payment for Restaurants
23-06-2024,3650,Expense,Debt Payments,Payment for Credit Card
07-09-2025,4936,Income,Entertainment,Payment for Streaming Services
23-07-2025,1425,Expense,Insurance,Payment for Life Insurance
24-05-2024,1583,Income,Miscellaneous,Payment for Unexpected Expenses
10-08-2024,2002,Expense,Housing,Payment for Property Tax
15-03-2024,3307,Expense,Clothing,Payment for Casual Wear
13-01-2025,3041,Expense,Clothing,Payment for Shoes
04-07-2024,4740,Expense,Education,Payment for Books
19-05-2023,3546,Income,Entertainment,Payment for Games
05-03-2024,4207,Expense,Savings & Investments,Payment for Mutual Funds
09-09-2023,3522,Expense,Groceries,Payment for Vegetables
02-09-2025,2967,Expense,Healthcare,Payment for Doctor Visits
27-03-2024,1215,Expense,Entertainment,Payment for Games
30-11-2024,4611,Expense,Housing,Payment for Property Tax
04-06-2023,2408,Expense,Debt Payments,Payment for EMI
14-11-2022,3288,Income,Housing,Payment for Repairs
30-04-2023,4961,Expense,Healthcare,Payment for Doctor Visits
25-05-2023,2200,Income,Clothing,Payment for Accessories
12-09-2025,2125,Expense,Entertainment,Payment for Concerts
13-09-2023,3717,Income,Housing,Payment for Rent
13-01-2023,4653,Income,Savings & Investments,Payment for Fixed Deposits
06-01-2025,2231,Expense,Savings & Investments,Payment for Stocks
15-11-2022,108,Expense,Miscellaneous,Payment for Unexpected Expenses
31-08-2023,2008,Expense,Debt Payments,Payment for Credit Card
13-08-2025,234,Income,Healthcare,Payment for Medicines
10-12-2024,2669,Income,Miscellaneous,Payment for Donations
06-10-2022,1730,Expense,Dining Out,Payment for Restaurants
14-06-2024,627,Expense,Dining Out,Payment for Cafes
16-09-2024,4004,Expense,Debt Payments,Payment for EMI
28-07-2023,4327,Expense,Utilities,Payment for Gas
28-06-2024,120,Expense,Entertainment,Payment for Concerts
23-11-2022,605,Expense,Personal Care,Payment for Cosmetics
23-09-2024,901,Expense,Healthcare,Payment for Doctor Visits
07-03-2024,1268,Expense,Clothing,Payment for Shoes
15-01-2024,3690,Expense,Groceries,Payment for Dairy
26-10-2022,1962,Expense,Housing,Payment for Property Tax
15-12-2022,2780,Expense,Savings & Investments,Payment for Mutual Funds
28-09-2023,2415,Expense,Transportation,Payment for Fuel
25-07-2024,4974,Income,Entertainment,Payment for Streaming Services
07-03-2024,316,Income,Housing,Payment for Repairs
27-08-2024,3966,Expense,Utilities,Payment for Water
27-02-2025,4759,Income,Travel,Payment for Local Transport
25-07-2025,1450,Income,Healthcare,Payment for Doctor
21-07-2025,4723,Expense,Clothing,Payment for Accessories
04-04-2025,3743,Expense,Travel,Payment for Flights
17-10-2024,4777,Expense,Housing,Payment for Rent
26-09-2023,2376,Expense,Debt Payments,Payment for Loans
12-12-2024,2851,Expense,Transportation,Payment for Fuel
06-10-2024,2084,Expense,Debt Payments,Payment for Loans
02-08-2025,2880,Expense,Travel,Payment for Local Transport
26-01-2024,1034,Expense,Groceries,Payment for Meat
26-10-2022,4149,Expense,Travel,Payment for Hotels
11-09-2024,1125,Expense,Healthcare,Payment for Health Insurance
26-08-2025,1073,Income,Healthcare,Payment for Medicines
23-12-2022,3947,Income,Personal Care,Payment for Salon
01-02-2023,4924,Expense,Utilities,Payment for Internet
18-12-2024,329,Income,Healthcare,Payment for Doctor
18-03-2024,1161,Expense,Clothing,Payment for Formal Wear
20-02-2023,1233,Expense,Healthcare,Payment for Doctor Visits
23-10-2022,2125,Expense,Miscellaneous,Payment for Unexpected Expenses
04-12-2022,3649,Expense,Insurance,Payment for Life Insurance
19-05-2023,4955,Expense,Personal Care,Payment for Gym Membership
15-01-2023,3992,Income,Utilities,Payment for Electricity
17-01-2023,321,Expense,Entertainment,Payment for Concerts
14-05-2023,1173,Expense,Miscellaneous,Payment for Gifts
17-01-2023,4029,Expense,Education,Payment for Tuition
01-11-2022,1277,Expense,Entertainment,Payment for Movies
12-06-2024,239,Income,Dining Out,Payment for Restaurants
15-10-2024,595,Income,Personal Care,Payment for Salon
15-05-2024,2391,Income,Healthcare,Payment for Health Insurance
27-11-2023,4016,Expense,Utilities,Payment for Phone
02-06-2024,4064,Expense,Entertainment,Payment for Concerts
20-08-2024,4993,Expense,Entertainment,Payment for Streaming Services
09-08-2023,4916,Expense,Dining Out,Payment for Cafes
21-02-2025,818,Expense,Entertainment,Payment for Movies
21-07-2024,3825,Expense,Personal Care,Payment for Cosmetics
02-07-2023,2781,Income,Entertainment,Payment for Streaming Services
13-06-2024,1060,Income,Travel,Payment for Hotels
26-02-2024,4848,Expense,Savings & Investments,Payment for Mutual Funds
18-01-2025,514,Expense,Clothing,Payment for Shoes
13-09-2023,2650,Expense,Dining Out,Payment for Restaurants
29-12-2024,966,Expense,Miscellaneous,Payment for Gifts
26-10-2024,1502,Expense,Utilities,Payment for Internet
15-03-2025,3518,Income,Utilities,Payment for Gas
29-05-2023,4339,Income,Entertainment,Payment for Streaming Services
24-03-2024,115,Expense,Personal Care,Payment for Salon
27-08-2025,2652,Expense,Miscellaneous,Payment for Donations
15-05-2023,1775,Income,Insurance,Payment for Home Insurance
29-03-2024,4746,Income,Savings & Investments,Payment for Stocks
05-04-2025,1549,Income,Miscellaneous,Payment for Donations
04-10-2022,1954,Expense,Personal Care,Payment for Gym Membership
09-01-2024,4621,Expense,Groceries,Payment for Vegetables
12-12-2022,4014,Income,Housing,Payment for Repairs
02-10-2022,2859,Income,Clothing,Payment for Accessories
05-07-2024,4140,Income,Travel,Payment for Local Transport
24-01-2023,936,Expense,Miscellaneous,Payment for Unexpected Expenses
25-02-2025,3858,Income,Travel,Payment for Local Transport
14-02-2024,4227,Expense,Travel,Payment for Sightseeing
02-05-2025,2010,Income,Groceries,Payment for Vegetables
24-04-2024,2797,Income,Housing,Payment for Property Tax
10-04-2023,93,Expense,Education,Payment for Books
22-01-2025,3892,Expense,Transportation,Payment for Taxi
12-09-2024,4755,Income,Travel,Payment for Local Transport
13-08-2025,1938,Expense,Housing,Payment for Property Tax
20-03-2023,3948,Expense,Transportation,Payment for Car Maintenance
20-08-2023,3942,Expense,Dining Out,Payment for Takeaway
11-01-2025,769,Expense,Insurance,Payment for Home Insurance
21-09-2024,740,Expense,Entertainment,Payment for Movies
11-05-2023,1995,Expense,Miscellaneous,Payment for Donations
13-03-2024,159,Income,Debt Payments,Payment for Loans
19-01-2023,4364,Expense,Housing,Payment for Repairs
15-02-2023,4608,Expense,Personal Care,Payment for Salon
09-04-2024,564,Income,Debt Payments,Payment for Credit Card
29-09-2022,686,Income,Clothing,Payment for Formal Wear
27-12-2022,3378,Income,Education,Payment for Courses
13-07-2024,676,Expense,Utilities,Payment for Electricity
14-08-2023,119,Expense,Groceries,Payment for Fruits
14-02-2023,2556,Expense,Entertainment,Payment for Streaming Services
20-01-2025,3939,Income,Groceries,Payment for Fruits
14-06-2023,3849,Expense,Savings & Investments,Payment for Stocks
18-03-2025,1900,Expense,Groceries,Payment for Meat
18-08-2024,4369,Expense,Healthcare,Payment for Health Insurance
08-10-2022,2928,Expense,Groceries,Payment for Meat
16-06-2023,3402,Expense,Groceries,Payment for Fruits
19-03-2023,4027,Expense,Insurance,Payment for Home Insurance
14-03-2025,1684,Expense,Healthcare,Payment for Doctor Visits
11-10-2022,3526,Expense,Travel,Payment for Local Transport
15-08-2023,2593,Expense,Healthcare,Payment for Doctor
23-08-2023,818,Expense,Debt Payments,Payment for Credit Card
21-11-2024,2653,Income,Clothing,Payment for Formal Wear
13-11-2024,1041,Income,Housing,Payment for Rent
27-03-2025,1778,Income,Travel,Payment for Hotels
12-08-2023,2078,Expense,Housing,Payment for Rent
